file,steps,details,size
docs\fa\12_30_year_strategy.md,Land Recognition & GIS; Topography & DEM; Soil; Climate; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; Economy & Carbon MRV; General/Simulation,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 1, ""Soil"": 1, ""Climate"": 4, ""Erosion (RUSLE)"": 1, ""Carbon & RothC"": 6, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 1, ""Economy & Carbon MRV"": 5, ""General/Simulation"": 3}",19368
docs\fa\22_research_ag_science.md,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 9, ""Topography & DEM"": 6, ""Soil"": 32, ""Climate"": 23, ""Water Resources"": 12, ""Erosion (RUSLE)"": 12, ""Carbon & RothC"": 8, ""Plant Selection & Crop Modeling"": 24, ""Irrigation & Water Requirement"": 5, ""Hydraulic & Structure Design"": 8, ""Economy & Carbon MRV"": 4, ""Monitoring & Calibration"": 10, ""General/Simulation"": 13}",17121
docs\fa\23_research_frontend_assets.md,Land Recognition & GIS; Climate; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 3, ""Climate"": 9, ""Livelihood & Rural Development"": 1, ""Monitoring & Calibration"": 1, ""General/Simulation"": 1}",7807
docs\fa\24_project_deep_study.md,Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Hydraulic & Structure Design; Optimization & Scenario; Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Soil"": 1, ""Climate"": 1, ""Water Resources"": 1, ""Erosion (RUSLE)"": 2, ""Carbon & RothC"": 2, ""Hydraulic & Structure Design"": 2, ""Optimization & Scenario"": 1, ""Economy & Carbon MRV"": 2, ""Monitoring & Calibration"": 2, ""General/Simulation"": 2}",8385
docs\fa\25_development_proposals.md,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Topography & DEM"": 1, ""Soil"": 4, ""Climate"": 2, ""Water Resources"": 2, ""Erosion (RUSLE)"": 1, ""Carbon & RothC"": 3, ""Plant Selection & Crop Modeling"": 7, ""Irrigation & Water Requirement"": 2, ""Hydraulic & Structure Design"": 3, ""Economy & Carbon MRV"": 3, ""Monitoring & Calibration"": 2, ""General/Simulation"": 3}",11715
docs\fa\26_field_pilot_protocol.md,Soil; Climate; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Soil"": 2, ""Climate"": 2, ""Plant Selection & Crop Modeling"": 3, ""Irrigation & Water Requirement"": 1}",2724
docs\fa\26_gap_analysis_vs_pdf.md,Land Recognition & GIS; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 6, ""Soil"": 3, ""Climate"": 3, ""Water Resources"": 3, ""Erosion (RUSLE)"": 5, ""Carbon & RothC"": 12, ""Plant Selection & Crop Modeling"": 17, ""Irrigation & Water Requirement"": 12, ""Hydraulic & Structure Design"": 12, ""Optimization & Scenario"": 2, ""Economy & Carbon MRV"": 8, ""Monitoring & Calibration"": 6, ""General/Simulation"": 5}",12763
docs\fa\27_implementation_plan.md,Land Recognition & GIS; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 1, ""Soil"": 7, ""Climate"": 8, ""Water Resources"": 3, ""Erosion (RUSLE)"": 3, ""Carbon & RothC"": 13, ""Plant Selection & Crop Modeling"": 9, ""Irrigation & Water Requirement"": 8, ""Hydraulic & Structure Design"": 7, ""Optimization & Scenario"": 1, ""Economy & Carbon MRV"": 9, ""Monitoring & Calibration"": 7, ""General/Simulation"": 15}",11626
docs\fa\28_phase3_kickoff.md,Land Recognition & GIS; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 1, ""Water Resources"": 2, ""Erosion (RUSLE)"": 3, ""Carbon & RothC"": 3, ""Plant Selection & Crop Modeling"": 9, ""Irrigation & Water Requirement"": 8, ""Hydraulic & Structure Design"": 7, ""Economy & Carbon MRV"": 3, ""Monitoring & Calibration"": 2, ""General/Simulation"": 6}",4531
docs\fa\29_phase2_completion.md,Land Recognition & GIS; Hydraulic & Structure Design; Economy & Carbon MRV; General/Simulation,"{""Land Recognition & GIS"": 1, ""Hydraulic & Structure Design"": 1, ""Economy & Carbon MRV"": 7, ""General/Simulation"": 1}",4713
docs\fa\30_sprint1_simulation.md,Climate; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; Monitoring & Calibration; General/Simulation,"{""Climate"": 7, ""Erosion (RUSLE)"": 3, ""Carbon & RothC"": 10, ""Plant Selection & Crop Modeling"": 13, ""Irrigation & Water Requirement"": 7, ""Hydraulic & Structure Design"": 2, ""Optimization & Scenario"": 2, ""Monitoring & Calibration"": 1, ""General/Simulation"": 12}",3534
docs\fa\31_sprint2_simulation.md,Carbon & RothC; Hydraulic & Structure Design; Optimization & Scenario; Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Carbon & RothC"": 9, ""Hydraulic & Structure Design"": 2, ""Optimization & Scenario"": 1, ""Economy & Carbon MRV"": 1, ""Monitoring & Calibration"": 4, ""General/Simulation"": 8}",3619
docs\fa\32_sprint2_weather_swat.md,Climate; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Economy & Carbon MRV; General/Simulation,"{""Climate"": 3, ""Water Resources"": 2, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 2, ""Economy & Carbon MRV"": 1, ""General/Simulation"": 2}",2821
docs\fa\99_conversation_summary.md,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Economy & Carbon MRV; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Topography & DEM"": 3, ""Soil"": 2, ""Climate"": 1, ""Water Resources"": 1, ""Erosion (RUSLE)"": 1, ""Carbon & RothC"": 3, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Economy & Carbon MRV"": 1, ""Livelihood & Rural Development"": 1, ""Monitoring & Calibration"": 1, ""General/Simulation"": 1}",2720
docs\security\CVE-2025-66478.md,Monitoring & Calibration; General/Simulation,"{""Monitoring & Calibration"": 1, ""General/Simulation"": 2}",1970
docs\architecture\local_first\03_PWA_MANIFEST.json,Water Resources,"{""Water Resources"": 1}",828
docs\architecture\local_first\04_SERVICE_WORKER.js,Land Recognition & GIS,"{""Land Recognition & GIS"": 1}",1690
docs\architecture\local_first\05_INDEXEDDB_CLIENT.js,General/Simulation,"{""General/Simulation"": 1}",4426
docs\architecture\local_first\08_COST_ANALYSIS.md,Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Economy & Carbon MRV"": 5, ""Monitoring & Calibration"": 1, ""General/Simulation"": 1}",1687
docs\architecture\local_first\README.md,Economy & Carbon MRV,"{""Economy & Carbon MRV"": 2}",1321
docs\fa\22_research_reports\research-a-simulators.md,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; Economy & Carbon MRV; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 3, ""Topography & DEM"": 8, ""Soil"": 64, ""Climate"": 30, ""Water Resources"": 16, ""Erosion (RUSLE)"": 23, ""Carbon & RothC"": 25, ""Plant Selection & Crop Modeling"": 97, ""Irrigation & Water Requirement"": 12, ""Hydraulic & Structure Design"": 4, ""Optimization & Scenario"": 2, ""Economy & Carbon MRV"": 4, ""Livelihood & Rural Development"": 2, ""Monitoring & Calibration"": 23, ""General/Simulation"": 64}",49136
docs\fa\22_research_reports\research-b-fertilizers.md,Land Recognition & GIS; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Economy & Carbon MRV; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 4, ""Soil"": 66, ""Climate"": 11, ""Water Resources"": 2, ""Erosion (RUSLE)"": 2, ""Carbon & RothC"": 15, ""Plant Selection & Crop Modeling"": 36, ""Irrigation & Water Requirement"": 4, ""Economy & Carbon MRV"": 4, ""Livelihood & Rural Development"": 1, ""Monitoring & Calibration"": 5, ""General/Simulation"": 11}",57014
docs\fa\22_research_reports\research-c-watershed-crops.md,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Economy & Carbon MRV; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 3, ""Topography & DEM"": 33, ""Soil"": 38, ""Climate"": 27, ""Water Resources"": 45, ""Erosion (RUSLE)"": 14, ""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 23, ""Irrigation & Water Requirement"": 6, ""Hydraulic & Structure Design"": 14, ""Economy & Carbon MRV"": 27, ""Livelihood & Rural Development"": 4, ""Monitoring & Calibration"": 3, ""General/Simulation"": 13}",44273
docs\fa\22_research_reports\research-d-hydroma-steps.md,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Economy & Carbon MRV; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 2, ""Topography & DEM"": 2, ""Soil"": 35, ""Climate"": 17, ""Water Resources"": 16, ""Erosion (RUSLE)"": 11, ""Carbon & RothC"": 31, ""Plant Selection & Crop Modeling"": 13, ""Irrigation & Water Requirement"": 3, ""Hydraulic & Structure Design"": 26, ""Economy & Carbon MRV"": 11, ""Livelihood & Rural Development"": 6, ""Monitoring & Calibration"": 19, ""General/Simulation"": 27}",37979
docs\fa\24_study_reports\study-a-backend.md,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; Economy & Carbon MRV; General/Simulation,"{""Land Recognition & GIS"": 2, ""Topography & DEM"": 1, ""Soil"": 33, ""Climate"": 11, ""Water Resources"": 10, ""Erosion (RUSLE)"": 10, ""Carbon & RothC"": 29, ""Plant Selection & Crop Modeling"": 17, ""Irrigation & Water Requirement"": 2, ""Hydraulic & Structure Design"": 3, ""Optimization & Scenario"": 2, ""Economy & Carbon MRV"": 3, ""General/Simulation"": 11}",33340
docs\fa\24_study_reports\study-b-frontend.md,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 4, ""Topography & DEM"": 1, ""Soil"": 7, ""Climate"": 2, ""Water Resources"": 8, ""Erosion (RUSLE)"": 4, ""Carbon & RothC"": 3, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Hydraulic & Structure Design"": 2, ""Optimization & Scenario"": 1, ""Livelihood & Rural Development"": 2, ""Monitoring & Calibration"": 1, ""General/Simulation"": 2}",27259
docs\fa\24_study_reports\study-c-data-infra.md,Land Recognition & GIS; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Land Recognition & GIS"": 8, ""Soil"": 2, ""Climate"": 10, ""Water Resources"": 3, ""Erosion (RUSLE)"": 3, ""Carbon & RothC"": 4, ""Plant Selection & Crop Modeling"": 3, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 10}",31138
docs\fa\24_study_reports\study-d-docs.md,Land Recognition & GIS; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; Economy & Carbon MRV; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 8, ""Soil"": 10, ""Climate"": 6, ""Water Resources"": 11, ""Erosion (RUSLE)"": 8, ""Carbon & RothC"": 52, ""Plant Selection & Crop Modeling"": 16, ""Irrigation & Water Requirement"": 7, ""Hydraulic & Structure Design"": 10, ""Optimization & Scenario"": 4, ""Economy & Carbon MRV"": 16, ""Livelihood & Rural Development"": 8, ""Monitoring & Calibration"": 4, ""General/Simulation"": 41}",69748
engine\cpp_core\bindings.cpp,Soil; Plant Selection & Crop Modeling,"{""Soil"": 1, ""Plant Selection & Crop Modeling"": 1}",1522
engine\cpp_core\build_advanced.bat,Soil; Climate; Erosion (RUSLE),"{""Soil"": 1, ""Climate"": 1, ""Erosion (RUSLE)"": 2}",419
engine\cpp_core\build_debug.bat,Soil; Climate; Erosion (RUSLE),"{""Soil"": 1, ""Climate"": 1, ""Erosion (RUSLE)"": 2}",404
engine\cpp_core\build_v1.bat,Soil; Climate; Erosion (RUSLE),"{""Soil"": 1, ""Climate"": 1, ""Erosion (RUSLE)"": 2}",409
engine\cpp_core\CMakeLists.txt,Soil; Climate; Erosion (RUSLE),"{""Soil"": 1, ""Climate"": 1, ""Erosion (RUSLE)"": 2}",5394
engine\cpp_core\nozhin_calculator.cpp,Plant Selection & Crop Modeling; General/Simulation,"{""Plant Selection & Crop Modeling"": 3, ""General/Simulation"": 2}",2699
engine\cpp_core\nozhin_calculator.h,Soil; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Soil"": 6, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 1}",1578
engine\cpp_core\README.md,Soil; Climate; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario,"{""Soil"": 1, ""Climate"": 1, ""Water Resources"": 4, ""Erosion (RUSLE)"": 8, ""Plant Selection & Crop Modeling"": 4, ""Irrigation & Water Requirement"": 3, ""Hydraulic & Structure Design"": 1, ""Optimization & Scenario"": 1}",4907
engine\data\README.md,Topography & DEM; General/Simulation,"{""Topography & DEM"": 3, ""General/Simulation"": 1}",572
engine\hydroma\core.py,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Monitoring & Calibration,"{""Topography & DEM"": 2, ""Soil"": 9, ""Climate"": 8, ""Water Resources"": 3, ""Erosion (RUSLE)"": 10, ""Carbon & RothC"": 8, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 2, ""Monitoring & Calibration"": 4}",8190
engine\hydroma\wrapper.py,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; Monitoring & Calibration,"{""Topography & DEM"": 1, ""Soil"": 5, ""Climate"": 3, ""Water Resources"": 2, ""Erosion (RUSLE)"": 8, ""Plant Selection & Crop Modeling"": 5, ""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 8, ""Monitoring & Calibration"": 1}",11267
engine\land\capability.py,Topography & DEM,"{""Topography & DEM"": 1}",1226
engine\land\dem_processor.py,Land Recognition & GIS; Topography & DEM; General/Simulation,"{""Land Recognition & GIS"": 5, ""Topography & DEM"": 17, ""General/Simulation"": 1}",3570
engine\land\drainage.py,Topography & DEM,"{""Topography & DEM"": 4}",1150
engine\land\erosion_risk.py,Topography & DEM; Soil; Climate; Erosion (RUSLE); General/Simulation,"{""Topography & DEM"": 12, ""Soil"": 4, ""Climate"": 2, ""Erosion (RUSLE)"": 10, ""General/Simulation"": 4}",3888
engine\land\models.py,Topography & DEM; Soil; Erosion (RUSLE),"{""Topography & DEM"": 3, ""Soil"": 3, ""Erosion (RUSLE)"": 1}",8068
engine\land\models.py.bak_actual,Topography & DEM; Soil; Erosion (RUSLE),"{""Topography & DEM"": 3, ""Soil"": 3, ""Erosion (RUSLE)"": 1}",8061
engine\land\models.py.bak_flow,Topography & DEM; Soil; Erosion (RUSLE),"{""Topography & DEM"": 3, ""Soil"": 3, ""Erosion (RUSLE)"": 1}",8081
engine\land\slope_aspect.py,Topography & DEM,"{""Topography & DEM"": 24}",4303
engine\land\surface_water_analysis.py,Land Recognition & GIS; Topography & DEM; Water Resources,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 4, ""Water Resources"": 4}",4311
engine\land\terrain_analysis.py,Topography & DEM,"{""Topography & DEM"": 14}",1250
engine\land\__init__.py,Land Recognition & GIS; Topography & DEM; Soil; Water Resources; Erosion (RUSLE),"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 4, ""Soil"": 1, ""Water Resources"": 1, ""Erosion (RUSLE)"": 1}",4941
engine\cpp_core\bindings\bindings.cpp,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling,"{""Topography & DEM"": 1, ""Soil"": 3, ""Climate"": 2, ""Water Resources"": 3, ""Erosion (RUSLE)"": 5, ""Plant Selection & Crop Modeling"": 4}",14995
engine\cpp_core\bindings\c_api.cpp,Soil; Climate,"{""Soil"": 1, ""Climate"": 1}",1198
engine\cpp_core\build2\hydroma_advanced_tests.vcxproj,Optimization & Scenario,"{""Optimization & Scenario"": 8}",41112
engine\cpp_core\build2\hydroma_core.vcxproj,Soil; Climate; Erosion (RUSLE); Optimization & Scenario,"{""Soil"": 1, ""Climate"": 1, ""Erosion (RUSLE)"": 2, ""Optimization & Scenario"": 8}",36436
engine\cpp_core\build2\hydroma_core.vcxproj.filters,Soil; Climate; Erosion (RUSLE),"{""Soil"": 1, ""Climate"": 1, ""Erosion (RUSLE)"": 2}",1729
engine\cpp_core\build2\hydroma_core_py.vcxproj,Optimization & Scenario,"{""Optimization & Scenario"": 8}",44674
engine\cpp_core\build2\hydroma_tests.vcxproj,Optimization & Scenario,"{""Optimization & Scenario"": 8}",40958
